Datetime,"Velocidad del viento","Dirección del viento",Temperatura,"Punto de rocío","Humedad relativa",Precipitación
"2023-08-02 03:54",2.09,95,7,18.66,35,0
"2023-08-02 04:44",5.47,65,6.61,19.33,37,0
"2023-08-02 04:49",4.02,172,7.28,21.03,38,0
"2023-08-02 04:54",2.57,74,7.39,15.72,30,0
"2023-08-02 04:59",4.99,119,7.22,13.88,28,0
"2023-08-02 05:39",0,87,5.72,17.91,37,0
"2023-08-02 05:44",3.22,92,5.39,16.09,35,0
"2023-08-02 05:49",3.54,82,6.61,14.5,30,0
"2023-08-02 05:54",2.9,100,5.78,15.36,33,0
"2023-08-02 06:39",3.22,81,5.39,14.74,33,0
"2023-08-02 06:44",3.54,108,5.39,13.32,31,0
"2023-08-02 06:49",2.09,93,5.28,15.91,35,0
"2023-08-02 06:54",4.35,95,5.61,16.44,35,0
"2023-08-02 07:44",3.54,308,6.61,15.25,31,0
"2023-08-02 07:49",3.54,95,7.28,20.4,37,0
"2023-08-02 07:54",4.02,102,6.61,17.37,34,0
"2023-08-02 07:59",4.02,132,6.89,18.48,35,0
"2023-08-02 08:45",2.9,63,7.72,16.24,30,0
"2023-08-02 08:49",4.02,127,7.28,13.97,28,0
"2023-08-02 08:55",0,52,7.72,15.46,29,0
"2023-08-02 09:00",4.99,87,6.39,14.9,31,0
"2023-08-02 09:44",2.57,20,6.11,14.46,31,0
"2023-08-02 09:49",4.67,65,6.28,18.16,36,0
"2023-08-02 09:54",4.35,47,6.5,13.55,29,0
"2023-08-02 09:59",2.9,346,7.5,17.38,32,0
"2023-08-02 10:39",3.54,63,11.61,9.3,17,0
"2023-08-02 10:44",0,65,12.89,12.46,18,0
"2023-08-02 10:49",6.92,87,12.89,11.17,17,0
"2023-08-02 10:54",4.35,28,12.72,20.67,26,0
"2023-08-02 11:44",6.92,96,14.78,7.93,13,0
"2023-08-02 11:49",13.04,148,14.28,8.86,14,0
"2023-08-02 11:54",4.67,224,14.5,12.16,16,0
"2023-08-02 11:59",5.79,99,14.89,8.09,13,0
"2023-08-02 12:44",18.02,141,15.22,10.21,14,0
"2023-08-02 12:49",10.46,82,15.39,8.8,13,0
"2023-08-02 12:54",11.91,88,14.5,10.71,15,0
"2023-08-02 12:59",8.69,37,13.89,8.3,14,0
"2023-08-02 13:44",9.33,135,15.11,8.41,13,0
"2023-08-02 13:49",3.22,193,14.61,12.32,16,0
"2023-08-02 13:54",10.46,122,15.72,9.27,13,0
"2023-08-02 13:59",15.13,12,14.89,9.73,14,0
"2023-08-02 14:44",9.33,67,14.28,11.84,16,0
"2023-08-02 14:49",5.47,93,15.5,10.61,14,0
"2023-08-02 14:54",12.23,52,15.39,10.45,14,0
"2023-08-02 14:59",2.57,74,14.28,8.86,14,0
"2023-08-02 15:44",2.57,197,14.89,11.27,15,0
"2023-08-02 15:49",2.57,85,15.28,15.98,18,0
"2023-08-02 15:54",3.22,148,15.28,10.29,14,0
"2023-08-02 15:59",6.12,156,15.22,10.21,14,0
"2023-08-02 16:44",12.23,143,13,8.55,15,0
"2023-08-02 16:49",16.9,129,13.5,7.74,14,0
"2023-08-02 16:54",11.59,77,12.78,8.22,15,0
"2023-08-02 16:59",18.67,50,12.5,7.82,15,0
"2023-08-02 17:44",7.56,131,12.22,8.85,16,0
"2023-08-02 17:49",9.01,184,12.11,8.69,16,0
"2023-08-02 17:54",1.77,140,12.5,11.88,18,0
"2023-08-02 17:59",6.12,113,12.5,10.6,17,0
"2023-08-02 18:39",3.54,44,11.61,9.3,17,0
"2023-08-02 18:44",2.9,274,11,9.67,18,0
"2023-08-02 18:49",4.02,96,12.28,12.77,19,0
"2023-08-02 18:54",3.54,8,11.72,9.46,17,0
"2023-08-02 19:44",4.35,92,10.28,14.1,23,0
"2023-08-02 19:49",0,303,10.22,10.87,20,0
"2023-08-02 19:54",0,279,9.78,10.2,20,0
"2023-08-02 19:59",3.54,83,9.61,11.04,21,0
"2023-08-02 20:39",11.59,82,9,11.16,22,0
"2023-08-02 20:44",4.67,309,9.89,15.41,25,0
"2023-08-02 20:49",3.22,103,9.28,12.58,23,0
"2023-08-02 20:54",2.09,99,8.78,10.83,22,0
"2023-08-02 21:44",3.54,84,8.61,15.21,27,0
"2023-08-02 21:49",2.57,83,9.89,18.02,28,0
"2023-08-02 21:54",2.57,110,9.28,13.55,24,0
"2023-08-02 21:59",3.22,73,8.72,14.52,26,0
"2023-08-02 22:44",0,44,7.78,13.06,26,0
"2023-08-02 22:49",4.02,66,7.89,14.09,27,0
"2023-08-02 22:54",4.99,38,8.11,10.81,23,0
"2023-08-02 22:59",2.57,56,8.11,10.81,23,0
"2023-08-02 23:44",3.54,76,7.61,12.8,26,0
"2023-08-02 23:49",3.22,79,7.72,15.46,29,0
"2023-08-02 23:54",3.54,51,7.5,15.11,29,0
"2023-08-02 23:59",2.57,89,7.28,12.29,26,0
"2023-08-03 00:44",6.44,83,7.11,14.51,29,0
"2023-08-03 00:49",2.57,297,7.28,13.14,27,0
"2023-08-03 00:54",4.02,99,8,13.4,26,0
"2023-08-03 00:59",4.35,79,7.5,10.83,24,0
"2023-08-03 01:44",2.9,117,7.39,12.46,26,0
"2023-08-03 01:49",2.9,100,7.61,11,24,0
"2023-08-03 01:54",4.02,23,7.78,13.92,27,0
"2023-08-03 01:59",5.47,109,7.5,13.49,27,0
"2023-08-03 02:39",3.22,20,7.39,9.71,23,0
"2023-08-03 02:44",7.24,95,7.22,9.46,23,0
"2023-08-03 02:54",4.35,73,6.5,14.32,30,0
"2023-08-03 02:59",2.57,31,7.78,9.31,22,0
"2023-08-03 03:44",5.79,245,6.28,12.41,28,0
"2023-08-03 03:49",2.9,100,6.61,11.26,26,0
"2023-08-03 03:54",5.47,59,6.28,10.75,26,0
"2023-08-03 03:59",3.54,85,5.61,11.37,28,0
"2023-08-03 04:44",0,219,4.72,12.27,31,0
"2023-08-03 04:49",2.9,99,5.72,15.96,34,0
"2023-08-03 04:54",4.35,18,5.61,15.1,33,0
"2023-08-03 04:59",4.67,140,6.11,14.46,31,0
"2023-08-03 05:39",2.57,112,5.72,12.34,29,0
"2023-08-03 05:44",4.67,50,6,11.16,27,0
"2023-08-03 05:49",5.79,124,5.11,12.14,30,0
"2023-08-03 05:54",4.02,118,5.61,12.16,29,0
"2023-08-03 06:44",4.67,50,5.22,15.82,35,0
"2023-08-03 06:49",5.79,111,4.72,14.37,34,0
"2023-08-03 06:54",2.09,121,5,13.43,32,0
"2023-08-03 06:59",5.47,100,5.5,15.6,34,0
"2023-08-03 07:44",0,256,4.5,13.33,33,0
"2023-08-03 07:49",5.79,1,5.72,14.57,32,0
"2023-08-03 07:54",5.47,273,4.72,12.99,32,0
"2023-08-03 07:59",4.99,171,4.78,13.77,33,0
"2023-08-03 08:39",3.54,147,5.28,13.15,31,0
"2023-08-03 08:45",4.35,106,5.39,15.43,34,0
"2023-08-03 08:49",2.57,80,5.22,14.48,33,0
"2023-08-03 08:54",2.9,62,4.61,13.51,33,0
"2023-08-03 09:44",0,243,5.39,13.32,31,0
"2023-08-03 09:49",3.54,97,5,13.43,32,0
"2023-08-03 09:54",3.54,182,5.61,12.93,30,0
"2023-08-03 09:59",6.44,112,7.72,16.99,31,0
"2023-08-03 10:44",7.24,253,11.28,14.61,22,0
"2023-08-03 10:49",2.9,297,10.61,10.3,19,0
"2023-08-03 10:54",5.47,253,11.72,10.74,18,0
"2023-08-03 10:59",3.22,312,11.78,15.36,22,0
"2023-08-03 11:44",6.12,339,13.11,10.14,16,0
"2023-08-03 11:49",6.92,66,13.39,9.11,15,0
"2023-08-03 11:54",4.02,86,13.72,14.92,19,0
"2023-08-03 11:59",9.66,125,13.28,5.8,13,0
"2023-08-03 12:44",6.44,242,12.39,7.66,15,0
"2023-08-03 12:49",10.78,255,12.39,6.15,14,0
"2023-08-03 12:54",0,55,13.61,9.43,15,0
"2023-08-03 12:59",18.67,307,12.22,7.42,15,0
"2023-08-03 13:44",24.14,120,14.11,10.15,15,0
"2023-08-03 13:49",22.37,64,13.72,11.03,16,0
"2023-08-03 13:54",24.78,62,13.78,8.14,14,0
"2023-08-03 13:59",26.23,52,12.5,9.25,16,0
"2023-08-03 14:44",9.66,147,12.78,6.71,14,0
"2023-08-03 14:49",26.72,42,12.22,8.85,16,0
"2023-08-03 14:54",27.04,307,12.11,8.69,16,0
"2023-08-03 14:59",7.89,167,12.22,8.85,16,0
"2023-08-03 15:39",10.78,135,13.5,9.27,15,0
"2023-08-03 15:44",14.81,36,12.78,9.66,16,0
"2023-08-03 15:49",16.58,79,13.11,10.14,16,0
"2023-08-03 15:54",26.23,88,12.72,9.58,16,0
"2023-08-03 16:44",10.78,59,11.11,9.83,18,0
"2023-08-03 16:49",6.92,136,11.28,10.08,18,0
"2023-08-03 16:54",9.01,111,11.22,10,18,0
"2023-08-03 16:59",10.46,126,11.5,10.41,18,0
"2023-08-03 17:44",9.01,111,10.61,10.3,19,0
"2023-08-03 17:49",9.33,72,10.5,10.13,19,0
"2023-08-03 17:54",4.35,189,10.5,10.13,19,0
"2023-08-03 17:59",3.22,134,10.28,9.8,19,0
"2023-08-03 18:44",0,353,9.22,11.5,22,0
"2023-08-03 18:49",0,296,9,11.16,22,0
"2023-08-03 18:54",0,256,9,12.16,23,0
"2023-08-03 18:59",0,349,9,12.16,23,0
"2023-08-03 19:44",0,32,7.39,13.31,27,0
"2023-08-03 19:49",2.9,109,7.22,12.2,26,0
"2023-08-03 19:54",2.57,103,7.61,12.8,26,0
"2023-08-03 19:59",5.47,63,7.5,11.75,25,0
"2023-08-03 20:44",2.9,87,7.11,13.71,28,0
"2023-08-03 20:49",0,45,6.78,13.19,28,0
"2023-08-03 20:54",4.35,94,7,10.98,25,0
"2023-08-03 20:59",4.35,120,6.89,14.16,29,0
"2023-08-03 21:44",3.22,99,6.89,5.88,20,0
"2023-08-03 21:49",4.35,74,6.5,8.36,23,0
"2023-08-03 21:54",1.77,101,6.61,7.55,22,0
"2023-08-03 21:59",6.44,96,7.11,6.21,20,0
"2023-08-03 22:44",2.9,87,7.28,1.63,16,0
"2023-08-03 22:48",2.57,148,6.89,2.36,17,0
"2023-08-03 22:54",2.57,76,7,6.04,20,0
"2023-08-03 22:59",1.77,188,7.72,4.82,18,0
"2023-08-03 23:44",2.57,131,7.61,2.12,16,0
"2023-08-03 23:49",2.09,121,8,1.3,15,0
"2023-08-03 23:54",1.77,102,7.72,-0.56,14,0
"2023-08-03 23:59",5.47,248,8,-1.73,13,0
"2023-08-04 00:44",1.77,320,6.78,-0.47,15,0
"2023-08-04 00:49",3.22,82,7,-0.15,15,0
"2023-08-04 00:54",3.22,116,6.89,-0.31,15,0
"2023-08-04 00:59",3.54,91,6.72,2.11,17,0
"2023-08-04 01:44",4.02,155,6.78,-0.47,15,0
"2023-08-04 01:49",3.22,69,6.5,1.78,17,0
"2023-08-04 01:54",3.54,98,6.22,1.38,17,0
"2023-08-04 01:59",2.57,110,5.72,3.02,19,0
"2023-08-04 02:44",7.56,96,6.22,1.38,17,0
"2023-08-04 02:49",3.22,81,6.5,0.49,16,0
"2023-08-04 02:54",2.9,348,6,1.05,17,0
"2023-08-04 02:59",3.22,79,6,2.27,18,0
"2023-08-04 03:44",2.9,107,6.5,-0.88,15,0
"2023-08-04 03:49",4.02,141,6.78,-0.47,15,0
"2023-08-04 03:54",2.57,61,6.72,-0.55,15,0
"2023-08-04 03:59",5.47,93,6.89,-1.77,14,0
"2023-08-04 04:39",4.35,254,6.5,-2.33,14,0
"2023-08-04 04:44",0,65,6.78,-3.48,13,0
"2023-08-04 04:49",4.67,51,7.22,-2.84,13,0
"2023-08-04 04:54",6.92,83,7.39,-6.07,11,0
"2023-08-04 05:44",0,243,6,-3.05,14,0
"2023-08-04 05:49",0,144,6.22,-5.93,12,0
"2023-08-04 05:54",5.79,142,6,-3.05,14,0
"2023-08-04 05:59",6.12,35,6,-4.59,13,0
"2023-08-04 06:39",7.56,45,7.28,-6.22,11,0
"2023-08-04 06:44",5.47,102,7.5,-5.91,11,0
"2023-08-04 06:49",4.02,95,7.22,-4.51,12,0
"2023-08-04 06:54",2.09,98,6.61,-3.72,13,0
"2023-08-04 07:44",3.54,83,6.61,-5.37,12,0
"2023-08-04 07:49",4.67,238,7.28,-6.22,11,0
"2023-08-04 07:54",4.67,118,7,-6.61,11,0
"2023-08-04 07:59",3.54,5,6.78,-6.93,11,0
"2023-08-04 08:44",2.9,26,6.61,-3.72,13,0
"2023-08-04 08:49",4.67,338,6.89,-6.77,11,0
"2023-08-04 08:54",4.67,358,7.39,-4.27,12,0
"2023-08-04 08:59",2.9,251,7.28,-6.22,11,0
"2023-08-04 09:44",6.92,252,8.11,-9.16,9,0
"2023-08-04 09:49",19.15,256,8.61,-6.32,10,0
"2023-08-04 09:54",1.77,92,8.61,-8.47,9,0
"2023-08-04 09:59",2.9,282,9.28,-9.94,8,0
"2023-08-04 10:44",4.67,102,13.11,1.95,11,0
"2023-08-04 10:49",1.77,194,14.5,-2.88,8,0
"2023-08-04 10:54",2.09,181,15.5,-1.53,8,0
"2023-08-04 10:59",2.9,138,15.78,-3.95,7,0
"2023-08-04 11:44",1.77,132,17.28,3.39,9,0
"2023-08-04 11:49",14.32,82,16.61,-0.03,8,0
"2023-08-04 11:54",0,63,14,3.19,11,0
"2023-08-04 11:59",13.68,135,15.22,2.84,10,0
"2023-08-04 12:39",9.66,94,14.78,-2.5,8,0
"2023-08-04 12:44",0,164,14.72,2.15,10,0
"2023-08-04 12:49",10.78,134,15,0.28,9,0
"2023-08-04 12:54",4.99,130,15.78,5.67,11,0
"2023-08-04 13:39",7.24,292,15.61,-7.35,6,0
"2023-08-04 13:44",13.04,302,13.28,-2.07,9,0
"2023-08-04 13:45",5.47,302,13.28,0.15,10,0
"2023-08-04 13:54",18.02,323,13,-2.45,9,0
"2023-08-04 14:44",23.01,299,12.5,4.69,13,0
"2023-08-04 14:49",27.04,298,12.5,4.69,13,0
"2023-08-04 14:54",23.01,331,12.89,5.25,13,0
"2023-08-04 14:59",9.01,322,12.89,5.25,13,0
"2023-08-04 15:44",28,286,13.78,9.67,15,0
"2023-08-04 15:49",9.33,278,13.72,4.69,12,0
"2023-08-04 15:54",16.58,280,13.89,4.92,12,0
"2023-08-04 15:59",13.36,283,13.78,4.76,12,0
"2023-08-04 16:44",7.24,331,14,6.83,13,0
"2023-08-04 16:49",2.09,135,13.89,6.67,13,0
"2023-08-04 16:54",4.67,157,14.11,8.62,14,0
"2023-08-04 16:59",3.22,75,14,5.08,12,0
"2023-08-04 17:39",4.99,123,13.11,5.56,13,0
"2023-08-04 17:44",2.57,220,13.11,3.82,12,0
"2023-08-04 17:49",1.77,96,12.89,6.87,14,0
"2023-08-04 17:54",6.12,56,12.5,7.82,15,0
"2023-08-04 18:44",4.99,27,11.72,6.7,15,0
"2023-08-04 18:49",2.57,322,11.5,6.38,15,0
"2023-08-04 18:54",7.24,125,11.22,7.39,16,0
"2023-08-04 18:59",6.12,85,11.22,5.97,15,0
"2023-08-04 19:44",7.89,49,10.72,6.66,16,0
"2023-08-04 19:49",5.79,60,10.72,6.66,16,0
"2023-08-04 19:54",14.81,124,10.61,3.59,14,0
"2023-08-04 19:59",5.47,105,11.11,5.81,15,0
"2023-08-04 20:44",4.67,69,9.89,5.44,16,0
"2023-08-04 20:49",3.22,75,9.61,7.62,18,0
"2023-08-04 20:54",5.79,106,9.61,8.81,19,0
"2023-08-04 20:59",6.92,120,9.61,6.36,17,0
"2023-08-04 21:44",5.47,104,9.5,6.2,17,0
"2023-08-04 21:49",2.57,110,9.39,7.29,18,0
"2023-08-04 21:54",4.99,108,9.5,6.2,17,0
"2023-08-04 21:59",6.12,99,9.5,4.88,16,0
"2023-08-04 22:39",2.09,94,9.28,4.55,16,0
"2023-08-04 22:44",2.57,83,9.11,6.88,18,0
"2023-08-04 22:49",7.24,83,9.22,4.47,16,0
"2023-08-04 22:54",1.77,132,9.22,4.47,16,0
"2023-08-04 23:44",2.9,101,9.22,9.37,20,0
"2023-08-04 23:49",3.22,103,9.39,8.48,19,0
"2023-08-04 23:54",3.54,52,9.28,8.32,19,0
"2023-08-04 23:59",3.54,52,10,6.93,17,0
"2023-08-05 00:44",9.01,183,10.11,8.36,18,0
"2023-08-05 00:49",4.02,131,9.78,7.86,18,0
"2023-08-05 00:54",11.59,111,10,5.61,16,0
"2023-08-05 00:59",2.9,180,10,8.19,18,0
"2023-08-05 01:44",4.67,88,10,6.93,17,0
"2023-08-05 01:49",6.44,149,9.61,3.64,15,0
"2023-08-05 01:54",19.47,131,10,4.2,15,0
"2023-08-05 01:59",6.12,107,9.78,5.28,16,0
"2023-08-05 02:44",4.67,95,9.5,4.88,16,0
"2023-08-05 02:49",9.01,139,10,4.2,15,0
"2023-08-05 02:54",6.12,148,9.61,5.04,16,0
"2023-08-05 02:59",6.12,123,9.72,5.2,16,0
"2023-08-05 03:44",5.79,99,9.22,8.23,19,0
"2023-08-05 03:49",19.47,130,9,9.04,20,0
"2023-08-05 03:54",7.56,127,9.11,9.2,20,0
"2023-08-05 03:59",20.12,130,9.22,9.37,20,0
"2023-08-05 04:44",10.78,151,9,9.04,20,0
"2023-08-05 04:49",5.47,110,8.89,9.96,21,0
"2023-08-05 04:54",20.6,127,8.61,9.54,21,0
"2023-08-05 04:59",2.9,102,8.28,9.04,21,0
"2023-08-05 05:39",6.44,98,8.89,5.3,17,0
"2023-08-05 05:44",7.56,148,8.72,6.3,18,0
"2023-08-05 05:49",4.02,48,8.78,6.38,18,0
"2023-08-05 05:54",4.35,80,8.61,6.14,18,0
"2023-08-05 06:44",2.09,96,7.78,2.36,16,0
"2023-08-05 06:49",4.67,135,7.5,1.95,16,0
"2023-08-05 06:54",4.67,122,7.22,1.55,16,0
"2023-08-05 06:59",4.02,104,7,1.22,16,0
"2023-08-05 07:34",3.22,31,7.22,0.17,15,0
"2023-08-05 07:39",7.56,60,7.22,-1.29,14,0
"2023-08-05 07:49",4.02,354,7.28,-1.21,14,0
"2023-08-05 07:54",6.44,27,7.28,1.63,16,0
"2023-08-05 08:44",4.02,36,7.11,1.39,16,0
"2023-08-05 08:49",9.33,79,6.61,-0.71,15,0
"2023-08-05 08:54",1.77,289,6.22,2.6,18,0
"2023-08-05 08:59",2.57,93,6.78,-0.47,15,0
"2023-08-05 09:45",4.35,256,6.89,1.06,16,0
"2023-08-05 09:50",0,89,7.61,2.12,16,0
"2023-08-05 09:55",2.09,135,7.89,-5.37,11,0
"2023-08-05 09:59",4.99,224,9.39,-5.24,10,0
"2023-08-05 10:36",13.04,128,11.61,-0.15,11,0
"2023-08-07 11:54",,-,,-,-,0
"2023-08-07 12:44",,-,,-,-,0
"2023-08-07 12:49",,-,,-,-,0
"2023-08-07 12:54",,-,,-,-,0
"2023-08-07 13:39",,-,,-,-,0
"2023-08-07 13:43",,-,,-,-,0
"2023-08-07 13:48",,-,,-,-,0
"2023-08-07 13:54",,-,,-,-,0
"2023-08-07 14:44",,-,,-,-,0
"2023-08-07 14:49",,-,,-,-,0
"2023-08-07 14:54",,-,,-,-,0
"2023-08-07 14:59",,-,,-,-,0
"2023-08-07 15:44",,-,,-,-,0
"2023-08-07 15:49",,-,,-,-,0
"2023-08-07 15:54",,-,,-,-,0
"2023-08-07 15:59",,-,,-,-,0
"2023-08-07 16:44",,-,,-,-,0
"2023-08-07 16:49",,-,,-,-,0
"2023-08-07 16:54",,-,,-,-,0
"2023-08-07 16:59",,-,,-,-,0
"2023-08-07 17:44",,-,,-,-,0
"2023-08-07 17:49",,-,,-,-,0
"2023-08-07 17:54",,-,,-,-,0
"2023-08-07 17:59",,-,,-,-,0
"2023-08-16 18:03",5.0873247863248,232.38843822844,5.1493939393939,-11.52349028749,16.635578865579,-
"2023-08-16 18:15",5.0873247863248,232.38843822844,5.1493939393939,-11.52349028749,16.635578865579,-
"2023-08-16 18:18",1.6361577311577,186.05372960373,5.6160372960373,-10.781297591298,18.013325563326,-
"2023-08-16 18:30",1.6361577311577,186.05372960373,5.6160372960373,-10.781297591298,18.013325563326,-
"2023-08-16 18:33",1.5625252525253,191.29191919192,5.7933333333333,-10.482222222222,18.622222222222,-
"2023-08-16 18:45",1.5625252525253,191.29191919192,5.7933333333333,-10.482222222222,18.622222222222,-
"2023-08-16 18:48",1.6559595959596,192.29382284382,5.4732556332556,-10.633667443667,19.465384615385,-
"2023-08-16 19:00",1.6559595959596,192.29382284382,5.4732556332556,-10.633667443667,19.465384615385,-
"2023-08-16 19:03",1.5248484848485,192.77777777778,5.6036363636364,-10.306767676768,20.44797979798,-
"2023-08-16 19:15",1.5248484848485,192.77777777778,5.6036363636364,-10.306767676768,20.44797979798,-
"2023-08-16 19:18",1.8850505050505,181.17878787879,5.4870202020202,-10.510454545455,20.012626262626,-
"2023-08-16 19:30",1.8850505050505,181.17878787879,5.4870202020202,-10.510454545455,20.012626262626,-
"2023-08-16 19:33",1.744595959596,140.81868686869,4.8465151515152,-11.120858585859,20.163131313131,-
"2023-08-16 19:45",1.744595959596,140.81868686869,4.8465151515152,-11.120858585859,20.163131313131,-
"2023-08-16 19:48",2.1269191919192,178.7797979798,5.385404040404,-10.659747474747,19.774242424242,-
"2023-08-16 20:00",2.1269191919192,178.7797979798,5.385404040404,-10.659747474747,19.774242424242,-
"2023-08-16 20:03",2.1018686868687,149.88181818182,5.0299494949495,-11.054292929293,19.578787878788,-
"2023-08-16 20:15",2.1018686868687,149.88181818182,5.0299494949495,-11.054292929293,19.578787878788,-
"2023-08-16 20:18",1.9882696192696,179.12466200466,4.9284289044289,-11.222018648019,19.247762237762,-
"2023-08-16 20:30",1.9882696192696,179.12466200466,4.9284289044289,-11.222018648019,19.247762237762,-
"2023-08-16 20:33",3.0706868686869,144.87454545455,4.4866666666667,-11.555434343434,19.789494949495,-
"2023-08-16 20:45",3.0706868686869,144.87454545455,4.4866666666667,-11.555434343434,19.789494949495,-
"2023-08-16 20:48",1.7102175602176,183.71212121212,4.626825951826,-10.842008547009,22.655827505828,-
"2023-08-16 21:00",1.7102175602176,183.71212121212,4.626825951826,-10.842008547009,22.655827505828,-
"2023-08-16 21:03",2.4866884226884,141.16502719503,3.9016977466977,-11.412931623932,23.426853146853,-
"2023-08-16 21:15",2.4866884226884,141.16502719503,3.9016977466977,-11.412931623932,23.426853146853,-
"2023-08-16 21:18",2.1074436674437,205.87955710956,4.2545547785548,-10.681404817405,25.320202020202,-
"2023-08-16 21:30",2.1074436674437,205.87955710956,4.2545547785548,-10.681404817405,25.320202020202,-
"2023-08-16 21:33",1.8810606060606,197.44242424242,4.1620202020202,-10.379292929293,27.293434343434,-
"2023-08-16 21:45",1.8810606060606,197.44242424242,4.1620202020202,-10.379292929293,27.293434343434,-
"2023-08-16 21:48",3.987174048174,162.61194250194,3.9031390831391,-10.794598290598,26.511313131313,-
"2023-08-16 22:00",3.987174048174,162.61194250194,3.9031390831391,-10.794598290598,26.511313131313,-
"2023-08-16 22:03",1.5709595959596,183.89696969697,4.1046464646465,-10.161313131313,28.670202020202,-
"2023-08-16 22:15",1.5709595959596,183.89696969697,4.1046464646465,-10.161313131313,28.670202020202,-
"2023-08-16 22:18",3.5740404040404,147.58232323232,3.7291414141414,-10.035707070707,31.175757575758,-
"2023-08-16 22:30",3.5740404040404,147.58232323232,3.7291414141414,-10.035707070707,31.175757575758,-
"2023-08-16 22:33",2.4172727272727,179.20606060606,2.8591414141414,-9.5782323232323,37.813131313131,-
"2023-08-16 22:45",2.4172727272727,179.20606060606,2.8591414141414,-9.5782323232323,37.813131313131,-
"2023-08-16 22:48",1.9221484071484,176.03228438228,3.6787645687646,-9.2213675213675,35.49933954934,-
"2023-08-16 23:00",1.9221484071484,176.03228438228,3.6787645687646,-9.2213675213675,35.49933954934,-
"2023-08-16 23:15",2.1962626262626,178.52424242424,3.6751515151515,-9.5487205387205,33.88063973064,-
"2023-08-16 23:30",1.7685003885004,188.19902874903,4.0072688422688,-9.505303030303,32.437140637141,-
"2023-08-16 23:45",1.5820093240093,172.06428904429,4.0845827505828,-9.3753224553225,32.700473970474,-
"2023-08-17 00:00",1.5591996891997,173.27128982129,3.9632206682207,-9.4741530691531,32.813131313131,-
"2023-08-17 00:15",1.4209595959596,183.89090909091,3.7358080808081,-10.104494949495,30.798484848485,-
"2023-08-17 00:30",1.3593356643357,177.64133644134,3.6146736596737,-10.432746697747,29.762898212898,-
"2023-08-17 00:45",3.0718686868687,94.415151515152,3.3164141414141,-11.264090909091,27.097474747475,-
"2023-08-17 01:00",3.1687272727273,147.71898989899,3.1470808080808,-11.618636363636,26.171414141414,-
"2023-08-17 01:15",1.6050675990676,180.24766899767,3.5308585858586,-11.104397047397,26.823721833722,-
"2023-08-17 01:30",1.774756021756,152.3028982129,3.3408321678322,-11.129985236985,27.645912975913,-
"2023-08-17 01:45",2.0415656565657,163.05626262626,3.2524242424242,-11.109252525253,28.191616161616,-
"2023-08-17 02:00",1.4934343434343,170.1904040404,3.1557575757576,-10.951151515152,29.465454545455,-
